rank,symbol,date,close,adr_pct,atr_14,gain_1m,gain_3m,gain_6m,gain_1m_pctile,gain_3m_pctile,gain_6m_pctile,momentum_pctile,dist_to_sma_10_pct,dist_to_sma_10_adr,dist_to_sma_20_pct,dist_to_sma_20_adr,dist_to_sma_50_pct,dist_to_sma_50_adr,triggers,next_earnings_date,earnings_when,days_to_earnings,avg_vol_20,avg_dollar_vol_20,shares,binding_cap,stop_price,risk_per_share,actual_risk_dollars,position_dollars,preferred_entry_low,preferred_entry_high,max_entry,extended,stop_exceeds_atr,score
25,ENOV,2026-07-23,26.059999465942383,6.709891219770148,1.5268005153770512,23.21512972090214,9.680131375860634,10.05067200208778,0.9172794117647058,0.5660377358490566,0.5009708737864077,0.9172794117647058,-1.2778218751520967,-0.1904385381669227,5.1841886943115085,0.7726188882223186,8.732154597709355,1.301385419182471,AT_10MA AT_20MA,2026-08-06,bmo,8,1224845.0,29758824.162597656,635.3241399676696,risk,25.272999620437623,0.7869998455047593,500.00000000000006,16556.546748257773,26.1633998762188,26.422955963832898,26.926800133907324,false,false,0.9406921101774043
26,CLRO,2026-07-23,5.539999961853027,38.178380793479015,1.7415695099155757,83.44370850470655,76.43311390978742,-20.172911870668575,0.9871323529411764,0.9283018867924528,0.2912621359223301,0.9871323529411764,-25.7400727925495,-0.6742054601997679,-20.018050954784645,-0.5243294906368525,16.039710809450884,0.4201254866259419,AT_10MA AT_20MA AT_50MA,2026-08-13,unknown,13,9650790.0,95299990.28620243,3610.1083281073475,concentration,5.492399981021881,0.04759998083114603,171.84108721627038,20000.0,6.390784735884301,6.68685155256995,7.261569490842089,false,false,0.9373307656395892
27,OSCR,2026-07-23,28.920000076293945,5.721610884431816,1.649858837033869,-3.3745413250369283,75.91240350863964,87.79221293937913,0.5349264705882353,0.9264150943396227,0.8640776699029126,0.9264150943396227,-3.931536209054904,-0.6871379911123272,-4.7112734526551865,-0.8234173116305932,5.928077523828828,1.0360854038429625,AT_10MA AT_20MA,2026-08-06,bmo,8,5386550.0,162903595.93094826,691.5629304024183,concentration,28.418195819854738,0.5018042564392076,347.02922207150493,20000.0,29.385930242491543,29.6664062447873,30.210859661008477,false,false,0.9347484276729561
28,CBRL,2026-07-23,51.81999969482422,5.306234946597499,2.683021909512953,11.536807395553561,69.51259474038471,59.54433628436031,0.8069852941176471,0.9150943396226415,0.7883495145631068,0.9150943396226415,-1.2524117911984023,-0.23602644884796942,-0.3338474807170779,-0.06291607591389257,17.322269263448348,3.2645123025613207,AT_10MA AT_20MA,,,,1060075.0,55341418.777656555,385.9513724002897,concentration,50.79474924087524,1.0252504539489777,395.696819755628,20000.0,52.39151019181703,52.84762391643422,53.7330211465735,false,false,0.934538784067086
29,SBET,2026-07-23,6.0,6.258323450374492,0.37185153385569103,20.724351172832378,-19.678712603470316,-39.819459986954655,0.9025735294117647,0.20754716981132076,0.1087378640776699,0.9025735294117647,1.5000001589457135,0.23968082999224893,7.88333336512248,1.2596557892275044,4.283333619435625,0.6844218988360716,AT_10MA AT_50MA,2026-08-13,unknown,13,10749030.0,58238550.42523861,3333.3333333333335,concentration,5.930200037956237,0.0697999620437626,232.66654014587533,20000.0,6.1459258050748184,6.209140565830285,6.331851572002663,false,false,0.9267798786181138
30,QTTB,2026-07-23,15.380000114440918,13.310510419789479,1.9947709190086904,29.461279177476783,131.27819389288487,267.94260158029317,0.9448529411764706,0.9830188679245283,0.9883495145631067,0.9883495145631067,-2.6788016865277506,-0.20125461774516376,6.1232131705770545,0.4600284269695121,22.627439008094388,1.6999677919528098,AT_10MA AT_20MA,2026-08-05,unknown,7,2618180.0,48107445.62133312,953.016640273156,risk,14.855350303649903,0.5246498107910149,500.0,14657.396036465238,15.927385764680126,16.266496820911605,16.92477122418447,false,false,0.923666974880567
31,DAVE,2026-07-23,408.5899963378906,6.451022134662532,24.81535216134512,28.499542337104987,44.92090260331369,119.6720410418767,0.9393382352941176,0.8301886792452831,0.916504854368932,0.9393382352941176,-3.719622185224121,-0.576594236940826,2.473750393709545,0.38346642471084197,21.479722305646785,3.3296618516052323,AT_10MA AT_20MA,2026-08-05,amc,7,542675.0,215221971.83135986,25.197187911396846,risk,388.74651214599606,19.84348419189456,500.00000000000006,10295.318916442779,403.1076882877038,407.32629815513246,415.51536436837637,false,false,0.9214810924369747
32,VOR,2026-07-23,18.979999542236328,9.311379277591513,1.4640270830852689,27.81144144561867,23.890338905480668,4.977874017301387,0.9319852941176471,0.7075471698113207,0.4660194174757281,0.9319852941176471,2.439407511979211,0.26198132835699395,1.8835590764573404,0.2022857216213131,15.022126651570012,1.6133084265745476,AT_10MA AT_20MA,2026-08-11,unknown,11,1780445.0,32832156.60466194,1053.7408051825216,concentration,18.671174392700195,0.3088251495361334,325.4216617328178,20000.0,19.497012931191072,19.745897535315567,20.229026472733707,false,false,0.9173027544351074
33,DNTH,2026-07-23,104.79000091552734,6.375282706888674,6.012357949239197,19.71895621722881,14.78803797197006,118.17614736375263,0.8841911764705882,0.6132075471698113,0.9106796116504854,0.9106796116504854,3.363871297015263,0.5276426868694787,6.2658660862531494,0.9828373696248329,13.881859929734436,2.17745009405382,AT_10MA AT_20MA,2026-08-06,unknown,8,1303755.0,126937973.97087097,96.51484306713911,risk,99.6094506072998,5.180550308227538,500.0,10113.790493367485,103.11617958497116,104.13828043634183,106.12235855959077,false,false,0.9150446910155646
34,MPLT,2026-07-23,35.22999954223633,7.819631168176966,2.6108746913782754,23.00977755945679,9.648298696128688,107.84659561352595,0.9154411764705882,0.5641509433962264,0.8970873786407767,0.9154411764705882,-5.078060531222867,-0.6493989834058559,-3.4870864970434825,-0.44594002223975054,9.39029128673541,1.2008611512203358,AT_10MA AT_20MA,2026-08-13,unknown,13,595990.0,21744008.342456818,550.9789984866276,risk,34.32252393722534,0.9074756050109869,500.0,19410.98986446572,35.8004362775739,36.24428497510821,37.105873623263044,false,false,0.9094887955182075
35,PANW,2026-07-23,325.6300048828125,5.563519009962503,16.496436415068047,11.931111595283973,79.70751124009409,79.4401293284737,0.8125,0.9377358490566038,0.8427184466019417,0.9377358490566038,-5.257805725904667,-0.9450503748597965,-3.6665829759844253,-0.6590402530158942,9.443971759221252,1.6974817093839503,AT_10MA AT_20MA,,,,7435600.0,2504049938.916168,61.41940146823259,concentration,320.2606451416016,5.369359741210928,329.78286157279945,20000.0,330.1182133247215,332.9226075152831,338.36643153225555,false,false,0.9071802935010483
36,EXTR,2026-07-23,29.729999542236328,5.0376900727087115,1.4631988172590409,-5.469002158912395,69.1126261163767,96.75711593479998,0.48713235294117646,0.9132075471698113,0.8854368932038834,0.9132075471698113,-4.5946874469512595,-0.9120623501319813,-5.042046356078709,-1.0008647382643876,1.8324909049686107,0.36375618160711903,AT_10MA AT_50MA,2026-08-05,bmo,7,2163850.0,67785865.9989357,644.746021744217,risk,28.95450037956238,0.7754991626739489,500.0,19168.298931314268,29.831599790099247,30.080343589033284,30.563199198728768,false,false,0.9001123090745733
37,ZBIO,2026-07-23,30.989999771118164,7.449519741089428,1.8768603006279014,53.37787620953327,54.40956772465755,58.19295318904989,0.9816176470588235,0.8716981132075472,0.7786407766990291,0.9816176470588235,3.80122522070067,0.510264467081575,8.495481664003208,1.1404066247579092,27.170700072041033,3.6473089563311305,AT_10MA,2026-08-11,unknown,11,1164455.0,32515354.92082596,594.1766903648435,risk,30.148499240875243,0.8415005302429215,499.99999999999994,18413.53549841025,31.2384293873745,31.557495638481242,32.17685953768845,false,false,0.8925303454715217
38,VEEE,2026-07-23,14.5,44.78124553329015,7.616693357856264,156.6371638097651,87.50808705481734,-75.03873306608344,0.9944852941176471,0.9471698113207547,0.001941747572815534,0.9944852941176471,-78.248275559524,-1.7473447785491951,-6.534482528423438,-0.14592007101646465,31.05103453274431,0.693393722371146,AT_20MA AT_50MA,2026-08-06,unknown,8,6609910.0,188769654.65824366,1379.3103448275863,concentration,14.4275,0.07249999999999979,99.99999999999972,20000.0,18.30834667892813,19.603184549763697,22.116693357856263,false,false,0.889326563958917
39,ATAI,2026-07-23,7.170000076293945,7.5087044486300325,0.3820699719029171,74.87805470904037,52.229299749959154,83.84615130678444,0.9852941176470588,0.8603773584905661,0.8543689320388349,0.9852941176470588,10.43933128410849,1.3902972683940373,19.50139526408266,2.597171775437333,32.9093448776251,4.382825972545694,AT_PIVOT,2026-08-13,unknown,13,22613135.0,143616955.64006567,2789.4002492588074,concentration,7.114250094890594,0.05574998140335108,155.5090120226814,20000.0,7.34103508131889,7.405986976542386,7.5320700672703484,false,false,0.8850957049486461
40,MNPR,2026-07-23,105.69999694824219,8.54002220314638,7.693220161585136,29.26501319259245,98.31144176592575,50.16337244603874,0.9430147058823529,0.960377358490566,0.7184466019417476,0.960377358490566,-1.7691613656688758,-0.20716121382179403,4.111161075506467,0.48139934273142776,25.6591275206055,3.004573865294164,AT_10MA AT_20MA,2026-08-11,unknown,11,230925.0,23597607.304229736,96.06153566888423,risk,100.495,5.204996948242183,500.00000000000006,10153.704027044521,104.84661008079257,106.15445750826204,108.69322016158513,false,false,0.8814091045223119
41,LQDA,2026-07-23,89.02999877929688,6.515898948948884,5.223625215831325,20.245809938430035,140.23204392933567,122.63064526760546,0.8970588235294118,0.9849056603773585,0.920388349514563,0.9849056603773585,10.970458483513204,1.6836446619975451,11.143433561795272,1.710191279684115,21.490507603686243,3.2981646541883523,AT_PIVOT,2026-08-11,unknown,11,1642035.0,130168707.09465027,112.23347631958599,risk,84.575,4.454998779296872,500.0,9992.146259728985,87.61181260791567,88.49982889460699,90.22362521583132,false,false,0.8616913746630728
42,LCID,2026-07-23,6.449999809265137,18.40003410913433,0.7844831591878381,24.277451602177425,-6.657019512370166,-43.76634996421019,0.9209558823529411,0.36603773584905663,0.07184466019417475,0.9209558823529411,2.155034920005941,0.11712124592943643,3.5930198430799094,0.1952724555709506,8.857361515765565,0.48137745089116457,AT_10MA AT_20MA AT_50MA,2026-08-04,amc,6,27258075.0,161028198.6740613,1914.9749731276868,risk,6.188899791240692,0.26110001802444494,500.0,12351.58821142109,6.612241369785569,6.745603506847502,7.004482949379488,false,false,0.8608368347338934
43,AGEN,2026-07-23,6.190000057220459,13.607242138056597,0.6313303406326471,101.62867074339145,57.10659815541479,82.05882010575407,0.9908088235294118,0.879245283018868,0.8485436893203883,0.9908088235294118,16.2520199137672,1.1943654525198546,31.93861091405522,2.3471773773121622,41.33441059499802,3.037677302691216,AT_PIVOT,2026-08-10,unknown,10,10773265.0,62792754.37653422,660.2403106839887,risk,5.432700037956238,0.7573000192642212,500.0,4086.8875609131437,5.7756652084632965,5.882991366370846,6.09133037877962,true,true,0.8588643790849673
44,MRVI,2026-07-23,7.050000190734863,5.715628736126677,0.3446208794134325,31.284922550810677,91.05691277537184,84.07311569638397,0.9522058823529411,0.9509433962264151,0.8563106796116504,0.9522058823529411,2.7375910403855985,0.478965861285243,8.312059407550477,1.454268601284857,22.507803828792603,3.9379401406056895,AT_10MA,2026-08-06,amc,8,3449735.0,22348561.01650238,2836.879355873504,concentration,6.965,0.08500019073486342,241.13528634104435,20000.0,7.172310439706716,7.230895989207,7.344620879413433,false,false,0.8512138188608777
45,BWET,2026-07-23,247.74000549316406,8.50032692334044,20.476919344324454,20.373163807376706,93.47129995227532,684.9561136381135,0.8988970588235294,0.9547169811320755,1.0,1.0,6.652539937911622,0.7826216565441605,19.91866629539042,2.343282379022056,22.83553909490265,2.6864306868245476,AT_10MA,,,,141785.0,29244041.07521057,80.72979557817868,concentration,245.83465728759765,1.905348205566412,153.818371140626,20000.0,257.30846699638096,260.78954328491614,267.5469266685432,false,false,0.8498015873015872
46,URGN,2026-07-23,42.5,5.459881246047016,1.9764390911923442,20.910378819499375,63.08519136979618,121.00884561465529,0.9080882352941176,0.9,0.9184466019417475,0.9184466019417475,4.294118544634654,0.7864857038316757,8.48000066420612,1.5531474554223477,21.38423542695887,3.9166118205301945,AT_10MA,2026-08-06,unknown,8,829685.0,32240550.397396088,343.3476394849792,risk,41.04375,1.4562499999999972,500.0,14592.274678111617,42.23821954559617,42.57421419109887,43.22643909119235,false,false,0.8492005701957158
47,ETON,2026-07-23,44.13999938964844,5.226852634171419,2.0312744786856483,31.80052904574595,86.95467280206553,190.96901231151415,0.9558823529411764,0.9433962264150944,0.974757281553398,0.974757281553398,9.048481052171992,1.7311528917069596,12.970093602681724,2.4814347199857094,22.553238188870907,4.314879291110172,AT_PIVOT,2026-08-06,unknown,8,544750.0,21196555.713272095,343.7612456036823,risk,42.68550151824951,1.454497871398928,500.00000000000006,15173.621171131324,43.91563876522173,44.260955426598294,44.93127600456455,false,false,0.8404318847280012
48,SKYQ,2026-07-23,5.639999866485596,24.43665666070023,0.8497110355517254,243.90243388300203,-31.135529237455252,83.11688331794448,1.0,0.10566037735849057,0.8524271844660194,1.0,28.58155906647119,1.1696182281939131,37.21631062965587,1.522970639821947,52.06028249051378,2.1304175613449896,"",2026-08-13,unknown,13,14420680.0,54791937.007927895,466.00506358132657,risk,4.567050151824951,1.0729497146606448,500.0,2628.2684963802935,5.014855670363754,5.159306546407547,5.439711188139616,true,true,0.8388888888888887
49,PVLA,2026-07-23,143.2050018310547,8.730066950614379,11.131770908910287,20.66481417493673,9.618036206452917,52.47551599549061,0.9007352941176471,0.5622641509433962,0.7281553398058253,0.9007352941176471,-1.3180389560753032,-0.15097695854240226,-1.6114990671899265,-0.18459183375180382,11.727315677442594,1.3433248271500693,AT_10MA AT_20MA,2026-08-13,unknown,13,318150.0,46145317.99686432,86.57099191207968,risk,137.42939514160156,5.775606689453127,499.99999999999994,12397.39905528559,143.68588057164266,145.5782816261574,149.25176602609778,false,false,0.8273225957049487
