symbol,entry_date,entry_price,shares,initial_stop,current_stop,risk_dollars,partial_taken,thesis
MAN,2026-07-29,56.30,41,55.45,55.45,34.85,no,"AT_PIVOT off the 07-29 scan; entry 0.27 ATR above the low and below the 56.47 pivot"
